,hc_specificity,dev_peak,aging_decline,conservation,gwas,sgn_specificity,score,TPS_FINAL
ERICH5,0.04011529397928917,0.828031033278595,0.7353254430376335,0.5,0.0,0.5874945,0.3435936431434747,0.40543851130515074
GNG3,0.0,0.9748724850712048,0.9086320942001702,0.5,0.0,0.37055415,0.3590597612946907,0.4053801411442665
UBXN10,0.02087903129758235,0.8799959958376855,0.8846394761459744,0.5,0.0,0.45206958,0.3534367019792527,0.405372745978708
SAMD10,0.0,0.8739326604502714,0.9041660139570972,0.5,0.0,0.47427282,0.3587155298561035,0.40526599818361886
TEX22,0.0,0.9930490474374608,0.9295318301444936,0.5,0.0,0.3351615,0.3595994493247463,0.4050718840091662
CLCNKA,0.0,0.9514193704157806,0.9443720404633766,0.5,0.0,0.36422828,0.3599342209012429,0.40478533615266266
SLC9C1,0.004957034455484262,0.9608508780607724,0.9605661879766548,0.5,0.0,0.3351615,0.3593890759939813,0.40477451414529797
SERPINB8,0.0010136641795114247,0.8714108302688489,0.9767446930412964,0.5,0.0,0.41789332,0.3608872934706184,0.4046766332638177
TMPRSS15,0.0,0.9871704558820152,0.9345884213598046,0.5,0.0,0.3351615,0.359490373354587,0.40465465438037374
GPR65,0.0,0.9854630336347848,0.9337486021199516,0.5,0.0,0.3351615,0.3591072955051891,0.4041871970449497
TNR,0.35254489015774204,0.7369284673818899,0.6722276325532172,0.5,0.0,0.24933505,0.2697000317922973,0.40385031540668315
CD8A,0.0,0.9107552076390402,0.7353260300319826,0.5,0.0,0.5567577,0.351458994708207,0.40380148603260546
KARS,0.0,0.5636233030055409,0.3345799437044994,0.5,1.0,0.45442322,0.3738426436108447,0.40379629615678314
CD72,0.0,0.8520062896856294,0.8824351848923789,0.5,0.0,0.5048633,0.3568557167781551,0.4037391956709827
FHL5,5.482224170766686e-05,0.9986284244980366,0.910831977210519,0.5,0.0,0.3351615,0.3576576855810283,0.40339922815369744
ZPLD1,0.0,0.9878991476022828,0.9243655469481716,0.5,0.0,0.3351615,0.3580574208294282,0.4032669615626823
KRT83,0.0,0.9590202633841128,0.9626825663033248,0.5,0.0,0.3351615,0.3594824565084237,0.4032387376223213
H2AFX,0.0,0.6686019552637648,0.9880955155342628,0.5,0.0,0.6048766,0.3601807881708375,0.4029100383828924
CRYBA4,0.03672875277374023,0.9698106095372896,0.6125570627705269,0.5,0.0,0.53014416,0.4537396731464023,0.402893139155159
TRPA1,0.1381802864554196,0.850917562631623,0.8278861365932454,0.5,0.0,0.3351615,0.3230113201399103,0.40285281895193725
CLRN2,0.4840271072532767,0.0,0.8973937700174451,0.5,0.0,0.61455566,0.2477256694751672,0.40272832967859973
MYOZ3,0.01401519008158681,0.9792341389605848,0.9031578501614766,0.5,0.0,0.3351615,0.3535201009527432,0.4025573623408145
FCRLB,0.024350653493372097,0.8768924544130348,0.4574941056690962,0.5,0.0,0.7557248,0.3344679543630295,0.402452762780983
SPATC1,0.00022454840119398112,1.0,0.9013779916099196,0.5,0.0,0.3351615,0.3564121327413919,0.40230636326184616
C1RL,0.0,0.8663913445333603,0.88678647295584,0.5,0.0,0.47862244,0.3550437055942976,0.40202072785004805
SLC22A2,0.0,0.985850263348422,0.9185553441375072,0.5,0.0,0.3351615,0.3568823470704553,0.40198565429031047
CARD11,0.0,1.0,0.8994703277721767,0.5,0.0,0.3351615,0.3561094446844,0.4019528491658265
CRYBA1,0.0,0.8834712630465814,0.8772304339791214,0.5,0.0,0.46782246,0.3552448871531843,0.40184330970618454
CD300LG,0.0,0.9930361913469188,0.8543005180535944,0.5,0.0,0.375036,0.3543087155569836,0.4017595159774229
NRSN2,0.0,0.683970497909167,0.9110541111984284,0.5,0.0,0.6409274,0.3571858331939009,0.4016376962615976
DMRTA1,7.712036586994284e-05,0.8825519673550204,0.8855184760487312,0.5,0.0,0.46127525,0.355498871406106,0.40161635098807474
RRH,0.0,0.8569529603259795,0.933456960945816,0.5,0.0,0.44934857,0.3569674309101657,0.4012788502070683
GBX1,0.0,0.9501873572229071,0.9609861490264948,0.5,0.0,0.3351615,0.3578958700911968,0.40121769379855565
PDE6C,0.000722678204565092,0.9588014326486394,0.9479340319658696,0.5,0.0,0.3351615,0.3571986403399152,0.40119949478597783
IL4,0.0015085884180437727,0.9710229685941736,0.929251006058274,0.5,0.0,0.3351615,0.3562591357360942,0.40107712115298894
FBXO40,0.0,0.906077757582956,0.8786988068217938,0.5,0.0,0.43948796,0.3546035577741764,0.4009179645398603
ITGB2,0.0,0.9229018282191436,0.8515299793833983,0.5,0.0,0.44261962,0.3535362477898865,0.40083378655133844
TMEM169,0.0,0.994300403855662,0.9245948777065796,0.5,0.0,0.3161752,0.3560999672390789,0.4007843524271193
CYP4X1,0.0,0.9459336249366168,0.9118182488339605,0.5,0.0,0.37384024,0.3556652611108156,0.4007275103124175
MAP3K19,0.0,0.986287387343036,0.9075893525175784,0.5,0.0,0.3351615,0.3552763285627471,0.40042818034624394
CCDC110,0.020055244890084784,0.9378683134710608,0.9287664937663254,0.5,0.0,0.3351615,0.3511820182740296,0.3999375102261864
FN3KRP,0.0,0.9730843823904564,0.4956641855302427,0.5,0.0,0.65454745,0.3396667104550946,0.3998759943076277
CATSPERB,0.0,0.9775244985278212,0.9150953375924292,0.5,0.0,0.3351615,0.3551342434516191,0.39980150034442863
RGS4,0.0,0.987029782811334,0.923293093752152,0.5,0.0,0.31937253,0.3554165704797882,0.39977442662508955
POU4F1,0.0,0.9671534993408304,0.8799595318802972,0.5,0.0,0.37154338,0.3537121884598293,0.3997333056502107
SSC5D,0.0,0.7406226773417721,0.8024651251487629,0.5,0.0,0.6558095,0.350761606891629,0.3996562042406689
C4A,0.0003555284149878072,0.983701978767938,0.9041575451007337,0.5,0.0,0.3351615,0.3544141839963501,0.399502986043194
HIST4H4,0.0,1.0,0.8359309575574195,0.5,0.0,0.37027726,0.3518874202813039,0.39944509563361297
MESP2,0.0,0.9333213879072764,0.9013100469895088,0.5,0.0,0.38765642,0.354300116305844,0.39939206862988164
UPP1,0.0,0.9882825064179108,0.8737735140038685,0.5,0.0,0.3530366,0.3609505455270841,0.3993298483841624
HS3ST6,0.0,0.6823695905475033,0.8278832790672428,0.5,0.0,0.69283605,0.3514160592444145,0.3992236199695871
HPD,0.005268900411810675,0.9322348913696876,0.95898665510144,0.5,0.0,0.3351615,0.3548935189123479,0.3989079466626967
GJB1,0.0010623760966628473,0.9328568416581864,0.7243726212746159,0.5,0.0,0.51669407,0.4080157697764682,0.39888478835182856
EYA1,0.0,0.5876030515326347,0.3057482193222006,0.5,1.0,0.42750502,0.3690230804378644,0.39888384720485703
ESAM,0.0,0.8574450149859997,0.8749491165037604,0.5,0.0,0.47771463,0.3524884750288845,0.398274296472764
WDR38,0.10603160914604927,0.8140360703589499,0.8907297806923322,0.5,0.0,0.34914982,0.3290355391260126,0.39805612791945455
BST1,0.0,0.9442359128084432,0.8264832889483257,0.5,0.0,0.42566666,0.3504101603629343,0.3979530079039375
NEK5,0.13334072012923925,0.8097174500657147,0.85919235420876,0.5,0.0,0.3351615,0.3215246435492139,0.3978568591832287
ADIG,0.0,0.9956089706539916,0.8772527405657674,0.5,0.0,0.3351615,0.352156288738272,0.39774200521566344
GMFG,0.0,0.7984040037184282,0.92936619897657,0.5,0.0,0.49322236,0.3541114641945248,0.39773020259017117
PGAM2,0.00027720913579361165,0.8478652397399644,0.7353263306476233,0.5,0.0,0.5888548,0.3467725271999571,0.39772612028587445
WFS1,0.0,0.6728629936452545,0.3755871492036813,0.5,1.0,0.2838436,0.370790860260242,0.39767939110960304
CRYGB,0.0,0.986626546366405,0.7303480542536533,0.5,0.0,0.45364827,0.3465462357102809,0.397607171411329
CRYBB1,0.0,0.9155135297899968,0.7353260252276179,0.5,0.0,0.520364,0.3466289434666215,0.3974744097421421
SLAMF9,0.0,0.9393988016332456,0.7353250934060723,0.5,0.0,0.49597052,0.3465569715765848,0.39737262833756004
LAMA3,0.0,0.8770319306137665,0.91929895859857,0.5,0.0,0.42013237,0.3534673612139759,0.3973277039125388
TOMM5,0.06330667634478594,0.779219434079897,0.7491747659815519,0.5,0.0,0.5498368,0.332712854541724,0.39717946461664794
PADI1,0.0,0.8835075174925895,0.7366973576403544,0.5,0.0,0.549815,0.3464673383757571,0.39716910714457104
SLC25A31,0.0,0.9433824264260724,0.942527962449512,0.5,0.0,0.3351615,0.3541088467016225,0.3970879796526413
IZUMO1,0.0,0.9976015210450702,0.8697887775050417,0.5,0.0,0.3351615,0.3513469823285342,0.3970209208347703
CREG2,0.007371138396936866,0.8206651366736224,0.871605234061682,0.5,0.0,0.4996273,0.3497406143702359,0.39701061396305787
TESPA1,0.0038249607176076375,0.9790010282283064,0.8866408271511799,0.5,0.0,0.3351615,0.3510710278559175,0.39697611793362053
BGLAP,0.00017359187265773284,0.9948753975659108,0.7877895129212473,0.5,0.0,0.39865723,0.357462226030425,0.39692703001316654
LPCAT4,0.0,0.8273097510310587,0.8160967955457706,0.5,0.0,0.5452096,0.3492586147975617,0.39691838953807734
ASCL2,0.0,0.9595582751161124,0.9195004793480448,0.5,0.0,0.3351615,0.3530955340353818,0.3968690269254292
HCST,0.020461323795237886,0.973914758414144,0.5975932070017481,0.5,0.0,0.5301441,0.4526181070646808,0.3965891498716624
HTR4,0.000589779389768265,0.9513460426297808,0.9268005784444368,0.5,0.0,0.3351615,0.3529422810079626,0.3964985291095522
PCDHGB1,0.0,0.9932001328908412,0.7856883422719149,0.5,0.0,0.39999893,0.3598237944654139,0.3964930639189555
TAL1,0.0,0.988129592028383,0.6175769987190021,0.5,0.0,0.53014416,0.4608431143644653,0.39629130021352693
ZBBX,0.20656563049924445,0.7077625534641061,0.837886779226613,0.5,0.0,0.3351615,0.3030370159527539,0.3962375167265866
PRRT3,0.0,0.9031309213223268,0.6844912585863822,0.5,0.0,0.5637948,0.3437026782271425,0.39605883305242273
ANKRD33B,0.0,0.8966520599021254,0.6134041089861896,0.5,0.0,0.62353975,0.3409716244983063,0.39604897832835356
NHP2,0.006051738077612602,0.8532843176537376,0.9070812592736912,0.5,0.0,0.43724138,0.3506007498957034,0.395982849845085
FAM89A,0.0,0.9761692866850976,0.8281735385998403,0.5,0.0,0.38194793,0.3488843246637159,0.39584947412699556
GATA3,0.0,0.5316164935145129,0.3057480633490272,0.5,1.0,0.46815896,0.3667654605713907,0.39581730020525663
ROR1,0.0,0.5041503733003557,0.3057480113579712,0.5,1.0,0.49458545,0.3666456172222427,0.3956093663637668
MAPK15,0.06493673683112429,0.8231670203282601,0.5198253095133045,0.5,0.0,0.6670973,0.3224296878814884,0.395507681541985
FFAR1,0.0,0.8611065299676012,0.7970093340109703,0.5,0.0,0.5185648,0.3474549093711433,0.39548566609516583
CHRNA4,0.0,0.7572914982986719,0.8596729389296396,0.5,0.0,0.5744503,0.3496877011236595,0.3952993004991804
TMEM74B,0.0,0.8124139183605597,0.8231630219272392,0.5,0.0,0.5466212,0.3482832238832255,0.39528147696119786
TINAG,0.026174041793162618,0.8694037131189416,0.9759347946040988,0.5,0.0,0.3351615,0.348019049346429,0.39515547435235193
LIMS2,0.0,0.9770753398980055,0.6567485585581037,0.5,0.0,0.5056576,0.3418615517530459,0.39505887176331667
TBXA2R,0.0,0.9855739577845885,0.8387347258719741,0.5,0.0,0.3606254,0.3486893739555533,0.39505008043771384
COLEC10,1.416201342449284e-05,0.9972644675838758,0.8568656404289525,0.5,0.0,0.3351615,0.3493315088184471,0.39501928818514537
PROK1,0.0033431853855545456,0.9925201398923098,0.8562522871023834,0.5,0.0,0.3351615,0.3485342731238018,0.3949771266594859
PPP1R17,0.0,0.9870248625158384,0.8798677770663587,0.5,0.0,0.32778645,0.3501600939486491,0.3949424290631215
PMEL,0.0,0.8729254652860722,0.9336231634282768,0.5,0.0,0.40152606,0.3522497361933397,0.3949337795714559
CLDN16,0.0033720578088767637,0.9953293161187988,0.851966495669354,0.5,0.0,0.3351615,0.3483143777771167,0.3949047549168259
SYPL2,0.06850907676955958,0.6304770846581286,0.9206788936404414,0.5,0.0,0.55044585,0.3361772544649926,0.3948391440085598
GCNT7,0.0,0.9770347379022992,0.8793375841092954,0.5,0.0,0.33715862,0.349920288521428,0.3947393091968542
CD86,0.0,0.9469860198889912,0.8492101353761482,0.5,0.0,0.3896711,0.348828094563836,0.39471294428422043
CD5,0.0,0.9468499634756408,0.9215595838630896,0.5,0.0,0.3351615,0.3514857677047687,0.3946362302745916
GPR161,0.0,0.9545934978211564,0.8024834772183642,0.5,0.0,0.41539308,0.3468147836890498,0.3943698371469859
SHCBP1L,0.0,0.8333765714468895,0.7916438411276561,0.5,0.0,0.544196,0.346325233005469,0.3942610904585263
FAM83G,0.0,0.9986024436420414,0.8863100255345747,0.5,0.0,0.30789843,0.3498697010485331,0.3942466785585945
FBXL15,0.0,0.8658377577211002,0.932005765215328,0.5,0.0,0.40614867,0.3515440764516996,0.3941981503265192
LRG1,3.0218804833032242e-05,0.9894590102473496,0.7353253980856806,0.5,0.0,0.42998642,0.3441653832648491,0.394196961403772
PRSS27,0.0,0.9318126470954528,0.9385930346177088,0.5,0.0,0.3351615,0.3516848013893482,0.3941837846117469
ASPN,0.0,0.965375895546,0.8936977350604093,0.5,0.0,0.3351615,0.3499219395325647,0.3941621393682614
CLEC12B,0.05429587709105329,0.9639429281224948,0.7868600990157195,0.5,0.0,0.3351615,0.3338455019181927,0.39413866360417293
HIST1H4D,0.0006994001900145269,0.8336849754389665,0.9505854513078176,0.5,0.0,0.42299226,0.352054209599536,0.39413308484097026
AK7,0.07959578487942127,0.8468362604743124,0.8922952770482447,0.5,0.0,0.3351615,0.3320632610745396,0.3941225791159256
HRH4,0.0027234245134457975,0.9523377444728957,0.9049098308878056,0.5,0.0,0.3351615,0.3498154254219003,0.3940533508817837
FOXL1,0.0,0.7407238582170297,0.8795918395799398,0.5,0.0,0.5697829,0.3493469510931167,0.39404012758039697
GPRIN2,0.0,0.924154931932015,0.9419080251118152,0.5,0.0,0.338413,0.3516118586508602,0.3937997901531753
ERCC6L,0.0,0.9637779305134604,0.985642481984766,0.5,0.0,0.26591206,0.3532542293265199,0.393784370400407
SARM1,0.0,0.7897946293223392,0.881510464636964,0.5,0.0,0.51793075,0.3493476072395693,0.39377164556001243
CSNKA2IP,0.0,0.9187912181777924,0.9531810514397292,0.5,0.0,0.3351615,0.3520228724979363,0.39376770135151784
TACR3,0.0,0.8625218356180406,0.8829902734864357,0.5,0.0,0.44367763,0.3493213871736506,0.3936884341465735
TUBB1,0.0,0.9721907338085958,0.8813682471002573,0.5,0.0,0.3351615,0.3492489922128158,0.39367568382675777
HCN3,0.0,0.9399015893635808,0.7005083819221755,0.5,0.0,0.50280446,0.3424121000397293,0.3936174671610425
LIPG,1.8768718452133545e-07,0.98055377823907,0.7353258154195513,0.5,0.0,0.43572897,0.3436809740345039,0.39355547826690207
SEMA3G,0.0,0.9704153293781244,0.8828303608320826,0.5,0.0,0.3351615,0.3492330314415305,0.39353992000043725
EPOR,0.0,0.7582223263793612,0.7716861781070742,0.5,0.0,0.6306083,0.3462505386334791,0.3935190519919334
COL28A1,0.0,0.9526560421333732,0.9061627895763608,0.5,0.0,0.3351615,0.350627707931665,0.3934879268631287
TXNL4B,0.0,0.8043705244099693,0.7353249899471048,0.5,0.0,0.610289,0.3434512805683573,0.39323065337405955
SEC14L2,0.0,0.8442969173710428,0.8669212313873936,0.5,0.0,0.47149426,0.3484225765450754,0.3931964201823176
ANG,0.0,0.9348095941092596,0.9279472239697109,0.5,0.0,0.3351615,0.3506476798211255,0.39318630241730856
KRT28,0.0,0.9658415822339974,0.8860036536185335,0.5,0.0,0.3351615,0.3490038174331877,0.3931011644895795
DLEC1,0.005727270447178853,0.9087167990981022,0.8392772297934743,0.5,0.0,0.41869196,0.3459327533030933,0.39309151742279524
LRRC9,0.13377816760572367,0.7137342951357233,0.6147273035778893,0.5,0.0,0.5898569,0.3086629888004505,0.39306078484554513
CCR6,0.0,0.9880436489840794,0.8560055180225825,0.5,0.0,0.3351615,0.3478492787645952,0.39304185750020326
IL27RA,0.0,0.9616599209136728,0.8205160480593504,0.5,0.0,0.3881565,0.3522177728856672,0.3930406913916371
MSANTD1,0.00011513633892091372,0.9893549643202512,0.8534544026097235,0.5,0.0,0.3351615,0.3475225096485098,0.3929559941571851
MEOX2,0.0,0.9804715853524758,0.9359849746293544,0.5,0.0,0.28229132,0.3507485181004965,0.3929503272648983
MRPS34,3.185712499100891e-07,0.6903010895760319,0.8165222707818495,0.5,0.0,0.6618365,0.346275698517168,0.3929059541038588
SCN9A,0.0,0.9667078905905232,0.8287313884900882,0.5,0.0,0.375436,0.3466219310517746,0.3927384863916179
PDGFB,0.0,0.84117312347834,0.7015455645403308,0.5,0.0,0.5962249,0.3649997141514887,0.39271143937671765
MED18,0.0,0.7575371485210569,0.9182645164122734,0.5,0.0,0.5168257,0.3498015443697453,0.39261224716605236
SFTA2,0.0,0.8833433653334753,0.9152818442330468,0.5,0.0,0.39323774,0.3497394775404821,0.3926084977016521
CD74,0.0,0.9683476881969968,0.6704301551858294,0.5,0.0,0.49153027,0.3404891012004471,0.39254011491727375
GRAP,0.0,0.9286196272074556,0.8941089165545869,0.5,0.0,0.36322317,0.3488616408589443,0.39248489692467914
ITGAD,0.0,0.9986136481901016,0.9234288162126724,0.5,0.0,0.26995286,0.3507317232211275,0.3922276240699212
FGR,4.734362299450747e-06,0.9748148636687152,0.6081315367991917,0.5,0.0,0.5301441,0.4631411618692889,0.3922129435623116
ADTRP,0.0,0.8693148942168175,0.9247354642340392,0.5,0.0,0.39792323,0.349747389891347,0.3921579444784694
NT5C1A,0.0,0.9825772756127412,0.8568464738512046,0.5,0.0,0.3351615,0.3471498296696976,0.39207472620022893
TMEM97,0.0,0.8525978106145286,0.9314055931533148,0.5,0.0,0.4091626,0.3497992525980364,0.3920629210959029
HYAL3,0.0,0.9575251332144014,0.8300097997975259,0.5,0.0,0.38020098,0.3461220451647414,0.39204669261250913
SLC25A34,0.0,0.951302951752688,0.7925656312218842,0.5,0.0,0.41395247,0.3446263762623934,0.39193592903382024
LHCGR,0.0,0.9368069731490328,0.9166973377726148,0.5,0.0,0.3351615,0.3492311787886464,0.3918982952956988
TLR2,0.0,0.895836401940736,0.9459624566605436,0.5,0.0,0.3536811,0.3502866080406303,0.3917978688872288
B3GNT7,0.0,0.8854898323671564,0.6842471633740455,0.5,0.0,0.5598454,0.3404010899500596,0.3917041209795381
DERL3,1.0187589936942685e-06,0.7330846501678638,0.9077911659622856,0.5,0.0,0.5439269,0.3486758883101092,0.3915712905556137
RAB17,0.0,0.9187413030257724,0.8019940822805186,0.5,0.0,0.43757153,0.3472651516316269,0.39156167894723226
TTC24,0.4800059686955244,0.5311563394527506,0.3932114259556757,0.5,0.0,0.4116516,0.2213363346046951,0.39154509239255886
VSTM2L,0.00013321732612717998,0.8770479790981386,0.7506443275261376,0.5,0.0,0.5162513,0.3488191739523649,0.3912964701463865
B3GNT3,0.0,0.922583967525998,0.9315288546397602,0.5,0.0,0.3351615,0.3493439553801718,0.39127842170116367
ENPP6,0.0028208616539744345,0.973774652857336,0.8372426941377836,0.5,0.0,0.35033843,0.3486596418104983,0.39125527918832703
L3MBTL1,0.0,0.935239137097554,0.6531108128531822,0.5,0.0,0.5301441,0.3406477571715127,0.3910432693474882
SPATA16,0.0,0.9878038848529176,0.8423891604200932,0.5,0.0,0.3351615,0.3457355612335884,0.3909514510335975
CNIH2,0.012403803086162821,0.7500238130101616,0.730586262852368,0.5,0.0,0.63805604,0.4088747149511265,0.39092505095573643
NRGN,0.0,0.7823024244249234,0.9059087949076748,0.5,0.0,0.49266326,0.3480761807952819,0.39087945612113595
KCNJ13,0.0,0.822024839065458,0.494352972757584,0.5,0.0,0.7611701,0.3326682540412508,0.3907919337267292
HIGD1C,0.0,0.9767656010323368,0.855954772417141,0.5,0.0,0.3351615,0.3460683201050604,0.3907786360690385
GSTA2,0.0,0.8143924376010796,0.8452979770786669,0.5,0.0,0.50543565,0.345731140240285,0.390760314082016
ASB2,0.0,0.9247782185508038,0.9251377026828088,0.5,0.0,0.3351615,0.3487289974654863,0.39075859911258204
PKD1L3,0.0,0.8543321144647548,0.9401806842175884,0.5,0.0,0.39426813,0.349205676834222,0.39074715152558925
NANOS3,0.0,0.9725610019869204,0.6368715199413453,0.5,0.0,0.5034565,0.3631161292675284,0.39073422838858585
RANGRF,0.002781836613416805,0.8732984825316407,0.8544348637761385,0.5,0.0,0.4352923,0.3454028996100783,0.39071793705677393
KCNK7,0.0,0.9378955768547954,0.9070588644791148,0.5,0.0,0.3351615,0.3479812962428042,0.3906702450428263
WDFY2,0.0,0.9817760857335052,0.3057482193221988,0.5,0.0,0.7422167,0.3256141604522961,0.39066079004503085
WNT3A,0.0,0.9926449971142616,0.8327250361383697,0.5,0.0,0.3351615,0.345034448945309,0.39047005484360775
MMP13,0.0,0.9661459494212732,0.5659727360672879,0.5,0.0,0.56143725,0.3349861969317482,0.39041255029434785
GAP43,0.0,0.946843868400412,0.6363015087396046,0.5,0.0,0.5279538,0.3375985847596321,0.3904047599910231
TSNAXIP1,0.0023874330661591875,0.9249702714087162,0.916799671274117,0.5,0.0,0.3351615,0.3474455611887325,0.39026253489270857
TLL2,0.0,0.9022689015839306,0.9514621845359168,0.5,0.0,0.3351615,0.3493628252647225,0.3902054079971736
PI15,0.0,0.968544299109122,0.9268057431226844,0.5,0.0,0.28722593,0.3484014633947214,0.3901749072902271
RMST,0.0,0.933297569177902,0.9095740575584372,0.5,0.0,0.3351615,0.347439626411078,0.390127922469346
SCX,2.164711168108035e-05,0.923705948017681,0.922278599311268,0.5,0.0,0.3351615,0.3481318575320695,0.3901217736337308
GLT1D1,0.0,0.9311708657688926,0.9182712237308528,0.5,0.0,0.33063936,0.3479581691446989,0.39010272871340645
FOXS1,0.0,0.9731015459842154,0.8560921695045082,0.5,0.0,0.3351615,0.3456142626008088,0.39006643462251933
CYTL1,0.0,0.6980439317651939,0.919080624227591,0.5,0.0,0.5627747,0.3479238935705757,0.3900258199871774
